osm_id,osm_type,name,category,city,address,post code,website,lat,lon
1325592744,node,L'Aile ou la cuisse,restaurant,Saint-Rémy-de-Provence,,,,43.788108,4.8319043
1325592756,node,Le Bistrot des Alpilles,restaurant,Saint-Rémy-de-Provence,,,,43.7888483,4.8332977
1325592759,node,Chez L,restaurant,Saint-Rémy-de-Provence,,,,43.7888237,4.8327496
1392069017,node,Villa Glanum,hotel,Saint-Rémy-de-Provence,Saint-Rémy-de-Provence,,,43.7776336,4.8314342
1450119955,node,Le Bautezar,restaurant,Saint-Rémy-de-Provence,"Grand Rue, Les Baux-de-Provence",,,43.7441194,4.7951951
1776980191,node,Le Prince noir,hotel,Saint-Rémy-de-Provence,,,,43.743388,4.7952774
2151749302,node,Bec Restaurant,restaurant,Saint-Rémy-de-Provence,55 Avenue de la Vallée des Baux,,https://www.bec-restaurant.com/,43.7206691,4.7866104
2151749405,node,Le Bistrot du Paradou,restaurant,Saint-Rémy-de-Provence,,,,43.7204309,4.7848316
2152011243,node,Pizza Brun,restaurant,Saint-Rémy-de-Provence,,,,43.7218516,4.8006756
2268113071,node,L'Amandière,hotel,Saint-Rémy-de-Provence,,,https://hotel-amandiere.com/,43.7954762,4.8397597
2929379148,node,La Terrasse des Baux,restaurant,Saint-Rémy-de-Provence,,,,43.743927,4.7949822
3056980900,node,Du côté des olivades,restaurant,Saint-Rémy-de-Provence,,,,43.7233878,4.7969882
3380969015,node,Le Baux Gourmand,restaurant,Saint-Rémy-de-Provence,"Grand Rue, Les Baux-de-Provence",,,43.7444188,4.7953718
4462926856,node,L'Oustaù de Baumanière,hotel,Saint-Rémy-de-Provence,,,https://www.baumaniere.com/hebergement,43.7401362,4.7885263
4462926857,node,L'Oustaù de Baumanière,restaurant,Saint-Rémy-de-Provence,Les Baux-de-Provence,,https://www.baumaniere.com/gastronomie/loustau-de-baumaniere,43.7470213,4.7955483
4462926858,node,La Cabro d'Or,restaurant,Saint-Rémy-de-Provence,,,https://www.baumaniere.com/gastronomie/la-cabro-dor,43.740138,4.7873357
4706506992,node,La Reine Jeanne,hotel,Saint-Rémy-de-Provence,,,,43.7449176,4.7953632
4706506994,node,La bella vista,restaurant,Saint-Rémy-de-Provence,,,,43.7440063,4.794764
4706641761,node,Au Porte Mages,restaurant,Saint-Rémy-de-Provence,"Rue Porte Mage, Les Baux-de-Provence",,,43.7449226,4.7956016
5034687914,node,La Celtie,restaurant,Saint-Rémy-de-Provence,29 Rue du 8 Mai 1945,,,43.7877486,4.8314364
5131089321,node,Chez xa,restaurant,Saint-Rémy-de-Provence,24 Boulevard Mirabeau,,,43.7894058,4.8336713
5281821728,node,Sous les figuiers,hotel,Saint-Rémy-de-Provence,,,https://www.hotelsouslesfiguiers.com/,43.7913137,4.8311291
5470513475,node,Café de la Fontaine,restaurant,Saint-Rémy-de-Provence,70 Avenue de la Vallée des Baux,,https://www.lecafedelafontaine.com/,43.7208247,4.8052232
5470517582,node,Au Bistrot Marin,restaurant,Saint-Rémy-de-Provence,68 Avenue de la Vallée des Baux,,https://www.aubistrotmarin.fr/,43.7208489,4.80514
5664005108,node,Roma,restaurant,Saint-Rémy-de-Provence,"33 Boulevard Marceau, Saint-Rémy-de-Provence",,https://www.restaurant-le-roma.com,43.7880224,4.8304248
5664005114,node,Café La Place,restaurant,Saint-Rémy-de-Provence,,,http://cafedelaplace-stremy.fr/,43.7884979,4.8292324
5664005115,node,Hôtel Gounod,hotel,Saint-Rémy-de-Provence,,,,43.7886347,4.8292293
5664005116,node,"Da Peppe, Pizzeria",restaurant,Saint-Rémy-de-Provence,,,,43.7888074,4.8292312
5703880523,node,Une Table au Soleil,restaurant,Saint-Rémy-de-Provence,,,,43.7434161,4.7946185
5759242221,node,Rest’Otentik,restaurant,Saint-Rémy-de-Provence,17 Rue du 8 Mai 1945,,,43.7879237,4.8314781
5840227276,node,Fratelli,restaurant,Saint-Rémy-de-Provence,,,,43.7889557,4.8295221
5844458511,node,All'ostaria,restaurant,Saint-Rémy-de-Provence,,,,43.7894308,4.8312751
5845665413,node,Cuisine des anges,restaurant,Saint-Rémy-de-Provence,,,,43.7880639,4.8313056
5849779054,node,Honoré,restaurant,Saint-Rémy-de-Provence,3 Boulevard Mirabeau,,https://www.honorebrunch.fr,43.7885696,4.8328865
5887711067,node,L'Oustalet Maianen,restaurant,Saint-Rémy-de-Provence,"16 Avenue Lamartine, Maillane",,,43.8312982,4.7824344
6715337986,node,Domaine de Manville,hotel,Saint-Rémy-de-Provence,,,https://www.domainedemanville.fr/fr/,43.7325398,4.8014909
6910808787,node,Le Marilyn,restaurant,Saint-Rémy-de-Provence,,,,43.7893026,4.8303966
7027703513,node,Chez Madame Ly,restaurant,Saint-Rémy-de-Provence,"7 Avenue Albert Schweitzer, Saint-Rémy-de-Provence",,,43.7930032,4.8332927
7286408976,node,Le Restaurant Pluvinel,restaurant,Saint-Rémy-de-Provence,40,,https://pluvinel.fr/pluvinel_restaurant.html,43.7091214,4.8072775
7751993085,node,Chez Rachida,restaurant,Saint-Rémy-de-Provence,,,,43.8191716,4.8050098
7885097090,node,Le Bouchon Rouge,restaurant,Saint-Rémy-de-Provence,"Rue du Trencat, Les Baux-de-Provence",,https://www.lebouchonrouge.fr,43.7433947,4.7948815
8319639782,node,La Guigou,hotel,Saint-Rémy-de-Provence,,,https://www.baumaniere.com/hebergement,43.743976,4.7910646
8355896546,node,O'sushi bar,restaurant,Saint-Rémy-de-Provence,3 Avenue de la Libération,,https://www.so-sushi-bar.fr/,43.7889654,4.8338838
8504054938,node,Jana la Cuisine du Voyage;Jana la cuisine du voyage,restaurant,Saint-Rémy-de-Provence,"5 Avenue de la Libération, Saint-Rémy-de-Provence",,https://jana-la-cuisine-du-voyage.eatbu.com,43.7889687,4.834014
9015414981,node,,restaurant,Saint-Rémy-de-Provence,,,https://www.masdaigret.com/hotel-restaurant-baux-de-provence,43.7451777,4.7995562
9029685886,node,Les Baux Jus,restaurant,Saint-Rémy-de-Provence,,,,43.7441752,4.7949665
9606124913,node,L'Aile ou la Cuisse,restaurant,Saint-Rémy-de-Provence,"34 Boulevard Mirabeau, Saint-Rémy-de-Provence",,https://www.laile-ou-la-cuisse-restaurant-saint-remy-de-provence.com/,43.7899915,4.8342064
